"",element,car_names,car_prices,car_registered_date,car_km,car_PS,car_configuration,car_fuelType,car_adresse,Datum,Marke,Typ_grob,Typ,Status,VerkauftIn
"5478",5478,FORD Kuga 2.5 Hybrid 190 ST-Line X 4x4,49450,Neues Fahrzeug,25,190,Automatikgetriebe,Hybrid,6330 Cham,2023-11-22,FORD ,Kuga ,Kuga 2.5 ,,FALSE
"5479",5479,LAND ROVER Discovery 2.0 Si4 HSE *CH-FAHRZEUG*,49900,08.2018,44'000,300,Automatikgetriebe,Benzin,8400 Winterthur,2023-11-22,LAND ,ROVER ,ROVER Discovery ,,FALSE
"5480",5480,HYUNDAI Tucson 1.6 48V 2WD,25900,06.2022,31'500,150,Handschaltung,Benzin,8051 Zürich,2023-11-22,HYUNDAI ,Tucson ,Tucson 1.6 ,,FALSE
"5481",5481,PORSCHE 911 Carrera T,114990,07.2018,45'000,370,Handschaltung,Benzin,8832 Wollerau,2023-11-22,PORSCHE ,911 ,911 Carrera ,,FALSE
"5482",5482,VW Passat Variant 2.0 TDI BMT Highline 4MDSG,16950,07.2012,129'000,170,Automatikgetriebe,Diesel,4435 Niederdorf,2023-11-22,VW ,Passat ,Passat Variant ,,FALSE
"5483",5483,BMW X3 xDrive 48V 20d Pure M Sport Steptronic,39000,04.2021,79'000,190,Automatikgetriebe,Diesel,3238 Gals,2023-11-22,BMW ,X3 ,X3 xDrive ,,FALSE
"5484",5484,MERCEDES-BENZ V 250 d lang Trend 4Matic 9G-Tronic,57200,11.2019,52'500,190,Automatikgetriebe,Diesel,9050 Appenzell,2023-11-22,MERCEDES-BENZ ,V ,V 250 ,,FALSE
"5485",5485,MERCEDES-BENZ C 400 Coupé AMG Line 4Matic 9G-tronic,38000,06.2016,99'000,333,Automatikgetriebe,Benzin,4600 Olten,2023-11-22,MERCEDES-BENZ ,C ,C 400 ,,FALSE
"5486",5486,TESLA Model 3 Long Range Dual Motor AWD,42900,03.2020,26'400,491,,Elektro,8805 Richterswil,2023-11-22,TESLA ,Model ,Model 3 ,,FALSE
"5487",5487,TESLA Model S 85 D,24900,08.2015,220'000,525,Automatikgetriebe,Elektro,1223 Cologny,2023-11-22,TESLA ,Model ,Model S ,,FALSE
"5488",5488,AUDI SQ5 3.0 TFSI quattro S-tronic,39999,01.2018,90'000,354,Automatikgetriebe,Benzin,5034 Suhr,2023-11-22,AUDI ,SQ5 ,SQ5 3.0 ,,FALSE
"5489",5489,AUDI Q5 45 TFSI sport quattro S-tronic,43400,01.2020,49'700,245,Automatikgetriebe,Benzin,1095 Lutry,2023-11-22,AUDI ,Q5 ,Q5 45 ,,FALSE
"5490",5490,ALFA ROMEO Stelvio 2.0 Sport Q4 Automatic,30500,03.2019,98'000,280,Automatikgetriebe,Benzin,2017 Boudry,2023-11-22,ALFA ,ROMEO ,ROMEO Stelvio ,,FALSE
"5491",5491,VW Caddy Maxi 2.0 TDI Liberty DSG,71990,Neues Fahrzeug,50,122,Automatikgetriebe,Diesel,4147 Aesch,2023-11-22,VW ,Caddy ,Caddy Maxi ,,FALSE
"5492",5492,AUDI Q8 55 e-tron Black Edition quattro,105600,Neues Fahrzeug,10,408,Automatikgetriebe,Elektro,9050 Appenzell,2023-11-22,AUDI ,Q8 ,Q8 55 ,,FALSE
"5493",5493,FIAT 500 Icon,25890,12.2020,20'900,118,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-22,FIAT ,500 ,500 ,,FALSE
"5494",5494,MAZDA CX-5 2.2 D 184 Signature AWD,43900,Tageszulassung,50,184,Automatikgetriebe,Diesel,9542 Münchwilen,2023-11-22,MAZDA ,CX-5 ,CX-5 2.2 ,,FALSE
"5495",5495,FORD Ranger Raptor 3.0 Eco Boost 4x4 A,69800,Neues Fahrzeug,1,292,Automatikgetriebe,Benzin,8834 Schindellegi-Feusisberg,2023-11-22,FORD ,Ranger ,Ranger Raptor ,,FALSE
"5496",5496,VW T7 Multivan 1.4 eHybrid DSG,66500,Neues Fahrzeug,1,217,Automatikgetriebe,Hybrid,8834 Schindellegi-Feusisberg,2023-11-22,VW ,T7 ,T7 Multivan ,,FALSE
"5497",5497,"AUDI Q5 45 TFSI S-line quattro S-tronic - ""Black Style"" - Navi - LED - Digital Cockpit - Kamera - 265 PS",49800,03.2021,33'500,265,Automatikgetriebe,Benzin,8620 Wetzikon,2023-11-22,AUDI ,Q5 ,Q5 45 ,,FALSE
"5498",5498,HYUNDAI Staria Premium 2.2 CRDi SWISS GIGA EDITION 4WD A,59600,Neues Fahrzeug,1,177,Automatikgetriebe,Diesel,8834 Schindellegi-Feusisberg,2023-11-22,HYUNDAI ,Staria ,Staria Premium ,,FALSE
"5499",5499,BMW 135i Coupé DSG,18900,02.2012,125'000,306,Automatikgetriebe,Benzin,8548 Ellikon an der Thur,2023-11-22,BMW ,135i ,135i Coupé ,,FALSE
"5500",5500,BMW 318i,7999,03.2010,104'000,143,Handschaltung,Benzin,5453 Remetschwil,2023-11-22,BMW ,"","",,FALSE
"5501",5501,ALFA ROMEO Giulia 2.0 Estrema Sky Q4,54900,12.2022,4'800,280,Automatikgetriebe,Benzin,8580 Amriswil,2023-11-22,ALFA ,ROMEO ,ROMEO Giulia ,,FALSE
"5502",5502,TESLA Model X 90 D,36500,03.2017,200'000,525,Automatikgetriebe,Elektro,6834 Morbio Inferiore,2023-11-22,TESLA ,Model ,Model X ,,FALSE
"5503",5503,AUDI A6 Avant 2.0 TFSI quattro S-tronic,30000,04.2018,133'000,252,Automatikgetriebe,Benzin,8934 8934 Knonau,2023-11-22,AUDI ,A6 ,A6 Avant ,,FALSE
"5504",5504,MERCEDES-BENZ E 250 BlueTEC Avantgarde 4Matic 7G-Tronic,29900,12.2014,69'700,204,Automatikgetriebe,Diesel,8050 Zürich,2023-11-22,MERCEDES-BENZ ,E ,E 250 ,,FALSE
"5505",5505,PORSCHE 911 Carrera 4S Cabriolet PDK,163000,12.2019,30'000,450,Automatikgetriebe,Benzin,9300 Wittenbach,2023-11-22,PORSCHE ,911 ,911 Carrera ,,FALSE
"5506",5506,PEUGEOT 108 1.0 VTi Access,8900,01.2019,55'000,72,Handschaltung,Benzin,3510 Konolfingen,2023-11-22,PEUGEOT ,108 ,108 1.0 ,,FALSE
"5507",5507,TOYOTA C-HR 1.8 HSD CVT Trend,32700,12.2022,12'388,122,Automatikgetriebe,Hybrid,1219 Aire,2023-11-22,TOYOTA ,C-HR ,C-HR 1.8 ,,FALSE
"5508",5508,BMW X5 xDrive M50d Steptronic,45900,07.2015,78'165,381,Automatikgetriebe,Diesel,1580 Avenches,2023-11-22,BMW ,X5 ,X5 xDrive ,,FALSE
"5509",5509,SEAT Ateca 1.5TSI FR,24900,05.2021,71'950,150,Automatikgetriebe,Benzin,8370 Sirnach,2023-11-22,SEAT ,Ateca ,Ateca 1.5TSI ,,FALSE
"5510",5510,BMW X1 20i xDrive SAG,34900,02.2021,65'200,178,Automatikgetriebe,Benzin,2906 Chevenez,2023-11-22,BMW ,X1 ,X1 20i ,,FALSE
"5511",5511,LAND ROVER 2.0SD4 HSE 7-Plätzer,32989,03.2018,86'898,240,Automatikgetriebe,Diesel,5610 Wohlen (AG),2023-11-22,LAND ,ROVER ,ROVER 2.0SD4 ,,FALSE
"5512",5512,LAND ROVER DISCOVERY 3.0 TD6 HSE Luxury,38989,09.2017,112'260,258,Automatikgetriebe,Diesel,5610 Wohlen (AG),2023-11-22,LAND ,ROVER ,ROVER DISCOVERY ,,FALSE
"5513",5513,FERRARI F8 Tributo,318800,10.2020,9'200,720,Automatikgetriebe,Benzin,8833 Samstagern,2023-11-22,FERRARI ,F8 ,F8 ,,FALSE
"5514",5514,VW Polo 1.0 TSI BMT Highline DSG,19900,10.2019,27'900,95,Automatikgetriebe,Benzin,8404 Winterthur,2023-11-22,VW ,Polo ,Polo 1.0 ,,FALSE
"5515",5515,PORSCHE Cayenne S Hybrid,33990,05.2014,112'000,416,Automatikgetriebe,Hybrid,1217 Meyrin,2023-11-22,PORSCHE ,Cayenne ,Cayenne S ,,FALSE
"5516",5516,SEAT Leon ST 1.5 eTSI FR,21900,02.2021,59'600,150,Automatikgetriebe,Benzin,8370 Sirnach,2023-11-22,SEAT ,Leon ,Leon ST ,,FALSE
"5517",5517,SEAT Leon ST 1.5 eTSI FR,23900,08.2021,60'700,150,Automatikgetriebe,Benzin,8370 Sirnach,2023-11-22,SEAT ,Leon ,Leon ST ,,FALSE
"5518",5518,MERCEDES-BENZ GLA 35 AMG 4Matic 8G-Speedshift DCT,66400,Vorführmodell,1'600,306,Automatikgetriebe,Benzin,8834 Schindellegi-Feusisberg,2023-11-22,MERCEDES-BENZ ,GLA ,GLA 35 ,,FALSE
"5519",5519,VW Tiguan 2.0TSI Highline 4Motion DSG,29600,05.2017,67'000,220,Automatikgetriebe,Benzin,3422 Kirchberg,2023-11-22,VW ,Tiguan ,Tiguan 2.0TSI ,,FALSE
"5520",5520,SEAT Leon ST 2.0 TDI X-Perience 4Drive DSG,16200,11.2014,102'223,184,Automatikgetriebe,Diesel,8038 Zürich,2023-11-22,SEAT ,Leon ,Leon ST ,,FALSE
"5521",5521,CADILLAC CTS Sedan 2.0 Turbo Premium AWD Automatic,29500,05.2016,66'000,276,Automatikgetriebe,Benzin,"1962 Pont de la Morge, Wallis",2023-11-22,CADILLAC ,CTS ,CTS Sedan ,,FALSE
"5522",5522,BMW M135i xDrive Steptronic,24500,02.2013,67'200,320,Automatikgetriebe,Benzin,3250 Lyss,2023-11-22,BMW ,M135i ,M135i xDrive ,,FALSE
"5523",5523,VW T-Roc 2.0 TSI R DSG 4Motion,39000,02.2020,40'000,301,Automatikgetriebe,Benzin,7270 Davos Platz,2023-11-22,VW ,T-Roc ,T-Roc 2.0 ,,FALSE
"5524",5524,TESLA Model 3 Performance Dual Motor AWD,35999,03.2021,72'000,513,Automatikgetriebe,Elektro,6302 Zug,2023-11-22,TESLA ,Model ,Model 3 ,,FALSE
"5525",5525,PORSCHE Panamera Turbo Sport Turismo PDK,85500,08.2018,103'600,550,Automatikgetriebe,Benzin,8005 Zürich,2023-11-22,PORSCHE ,Panamera ,Panamera Turbo ,,FALSE
"5526",5526,VW Tiguan 2.0TSI Highline 4Motion DSG,23500,01.2017,160'000,220,Automatikgetriebe,Benzin,1004 Lausanne,2023-11-22,VW ,Tiguan ,Tiguan 2.0TSI ,,FALSE
"5527",5527,PORSCHE Panamera Turbo PDK,60000,04.2018,179'000,550,Automatikgetriebe,Benzin,6340 Baar,2023-11-22,PORSCHE ,Panamera ,Panamera Turbo ,,FALSE
"5528",5528,BMW 335i xDrive Touring Sport Line Steptronic,24500,07.2014,115'000,306,Automatikgetriebe,Benzin,4147 Aesch,2023-11-22,BMW ,335i ,335i xDrive ,,FALSE
"5529",5529,HYUNDAI Santa Fe 1.6 T-GDi PHEV Swiss Edition 4WD Automatic,54800,Neues Fahrzeug,1,265,Automatikgetriebe,Hybrid,8834 Schindellegi-Feusisberg,2023-11-22,HYUNDAI ,Santa ,Santa Fe ,,FALSE
"5530",5530,JAGUAR F-Pace 30t 2.0 R-Sport AWD Automatik,43900,02.2019,39'000,300,Automatikgetriebe,Benzin,7000 Chur,2023-11-22,JAGUAR ,F-Pace ,F-Pace 30t ,,FALSE
"5531",5531,MERCEDES-BENZ C 200 d T Avantgarde,47800,Vorführmodell,7'700,200,Automatikgetriebe,Diesel,8834 Schindellegi-Feusisberg,2023-11-22,MERCEDES-BENZ ,C ,C 200 ,,FALSE
"5532",5532,HYUNDAI Kona 1.6 T-GDi N Line 4WD DCT,38800,Neues Fahrzeug,1,198,Automatikgetriebe,Benzin,8834 Schindellegi-Feusisberg,2023-11-22,HYUNDAI ,Kona ,Kona 1.6 ,,FALSE
"5533",5533,CITROEN C5 Aircross 1.6 PHEV Swiss Edition,43900,Neues Fahrzeug,1,224,Automatikgetriebe,Hybrid,8834 Schindellegi-Feusisberg,2023-11-22,CITROEN ,C5 ,C5 Aircross ,,FALSE
"5534",5534,"DACIA Spring 27 kWh Expression CCS Schnelllader, Modell 23 mit Facelift",15800,Neues Fahrzeug,1,45,Automatikgetriebe,Elektro,8834 Schindellegi-Feusisberg,2023-11-22,DACIA ,Spring ,Spring 27 ,,FALSE
"5535",5535,OPEL Corsa e-Elegance,32800,09.2021,10'050,136,Automatikgetriebe,Elektro,8330 Pfäffikon,2023-11-22,OPEL ,Corsa ,Corsa ,,FALSE
"5536",5536,HYUNDAI Tucson 1.6 T-GDi HEV Amplia 2WD,43600,Neues Fahrzeug,50,180,Automatikgetriebe,Hybrid,6020 Emmenbrücke,2023-11-22,HYUNDAI ,Tucson ,Tucson 1.6 ,,FALSE
"5537",5537,SKODA Karoq 2.0 TSI SportLine 4x4 DSG,51380,02.2023,1'100,190,Automatikgetriebe,Benzin,7500 St.Moritz,2023-11-22,SKODA ,Karoq ,Karoq 2.0 ,,FALSE
"5538",5538,HYUNDAI Tucson 2.0 CRDI exxtra Plus 4WD Automatic,29999,03.2018,29'000,185,Automatikgetriebe,Diesel,4102 Binningen,2023-11-22,HYUNDAI ,Tucson ,Tucson 2.0 ,,FALSE
"5539",5539,AUDI 80 2.6 E V6,6900,03.1994,269'500,150,Automatikgetriebe,Benzin,8309 Nürensdorf,2023-11-22,AUDI ,80 ,80 2.6 ,,FALSE
"5540",5540,PORSCHE 911 Carrera 3.2,59900,07.1988,114'350,237,Handschaltung,Benzin,8902 Urdorf,2023-11-22,PORSCHE ,911 ,911 Carrera ,,FALSE
"5541",5541,LAND ROVER Range Rover Velar R-Dynamic P 300 SE Automatic,55900,12.2019,22'900,301,Automatikgetriebe,Benzin,8908 Hedingen,2023-11-22,LAND ,ROVER ,ROVER Range ,,FALSE
"5542",5542,AUDI Q3 2.0 TDI sport quattro S-tronic,18500,05.2015,122'000,150,Automatikgetriebe,Diesel,6804 Monteceneri,2023-11-22,AUDI ,Q3 ,Q3 2.0 ,,FALSE
"5543",5543,VW Tiguan 2.0TSI Offroad 4M 4Motion DSG,30900,02.2019,129'000,230,Automatikgetriebe,Benzin,8055 Zürich,2023-11-22,VW ,Tiguan ,Tiguan 2.0TSI ,,FALSE
"5544",5544,FORD Ranger Raptor 2.0 Eco Blue 4x4 A,43000,09.2019,31'800,213,Automatikgetriebe,Diesel,8001 Zürich,2023-11-22,FORD ,Ranger ,Ranger Raptor ,,FALSE
"5545",5545,MINI Cooper S,39900,Vorführmodell,7'825,178,Automatikgetriebe,Benzin,5116 Schinznach-Bad,2023-11-22,MINI ,Cooper ,Cooper ,,FALSE
"5546",5546,TESLA Model Y Performance,55000,11.2022,7'500,534,Automatikgetriebe,Elektro,1243 Presinge,2023-11-22,TESLA ,Model ,Model Y ,,FALSE
"5547",5547,MERCEDES-BENZ GLC 250 d 4Matic 9G-Tronic,21900,09.2017,198'000,204,Automatikgetriebe,Diesel,8454 Buchberg,2023-11-22,MERCEDES-BENZ ,GLC ,GLC 250 ,,FALSE
"5548",5548,NISSAN Leaf Tekna,25990,06.2019,27'500,150,Automatikgetriebe,Elektro,4613 Rickenbach,2023-11-22,NISSAN ,Leaf ,Leaf ,,FALSE
"5549",5549,BMW 435i Cabrio xDrive Luxury,31900,04.2015,40'400,306,Automatikgetriebe,Benzin,4132 Muttenz,2023-11-22,BMW ,435i ,435i Cabrio ,,FALSE
"5550",5550,BMW 330d xDrive Touring Edition M Sport Steptronic,30490,12.2018,112'000,258,Automatikgetriebe,Diesel,1206 Genève,2023-11-22,BMW ,330d ,330d xDrive ,,FALSE
"5551",5551,BMW 320d xDr 48V Tour M Sport,61900,06.2023,15'100,190,Automatikgetriebe,Diesel,4132 Muttenz,2023-11-22,BMW ,320d ,320d xDr ,,FALSE
"5552",5552,CUPRA Formentor 2.0 TSI VZ 4Drive DSG,56650,Neues Fahrzeug,11,310,Automatikgetriebe,Benzin,8500 Frauenfeld,2023-11-22,CUPRA ,Formentor ,Formentor 2.0 ,,FALSE
"5553",5553,FIAT 500 C electric 87 kW La Prima,28400,10.2021,27'000,119,Handschaltung,Elektro,8302 Kloten,2023-11-22,FIAT ,500 ,500 C ,,FALSE
"5554",5554,MG NEW MG5 EV 61kWh LUXURY 380km Reichweite,34900,Neues Fahrzeug,20,156,Automatikgetriebe,Elektro,5610 Wohlen AG (Villmergen),2023-11-22,MG ,NEW ,NEW MG5 ,,FALSE
"5555",5555,HYUNDAI IONIQ 6 Launch Edition,66900,Neues Fahrzeug,20,228,Automatikgetriebe,Elektro,6010 Kriens,2023-11-22,HYUNDAI ,IONIQ ,IONIQ 6 ,,FALSE
"5556",5556,VW Sharan 1.4 TSI BlMT Comfortline DSG,33990,06.2022,19'000,150,Automatikgetriebe,Benzin,4923 WYNAU (BE),2023-11-22,VW ,Sharan ,Sharan 1.4 ,,FALSE
"5557",5557,PORSCHE Panamera Turbo S 4.8 PDK,49800,09.2014,125'000,570,Automatikgetriebe,Benzin,6052 Hergiswil,2023-11-22,PORSCHE ,Panamera ,Panamera Turbo ,,FALSE
"5558",5558,NISSAN Murano 2.5 dCi Executive Automatic,6999,01.2013,222'000,190,Automatikgetriebe,Diesel,8404 Winterthur,2023-11-22,NISSAN ,Murano ,Murano 2.5 ,,FALSE
"5559",5559,SEAT Leon 1.4 TSI FR,13200,06.2015,110'000,150,Handschaltung,Benzin,8400 Winterthur,2023-11-22,SEAT ,Leon ,Leon 1.4 ,,FALSE
"5560",5560,MERCEDES-BENZ G 63 AMG 4x4 Speedshift Plus G-Tronic,229000,03.2023,20'000,585,Automatikgetriebe,Benzin,6902 lugano,2023-11-22,MERCEDES-BENZ ,G ,G 63 ,,FALSE
"5561",5561,AUDI A4 Avant 2.0 TFSI quattro S-tronic,10500,05.2011,149'000,211,Automatikgetriebe,Benzin,1212 Grand Lancy,2023-11-22,AUDI ,A4 ,A4 Avant ,,FALSE
"5562",5562,TESLA Model 3 Long Range Dual Motor AWD,28000,08.2019,83'799,490,Automatikgetriebe,Elektro,8044 Zürich,2023-11-22,TESLA ,Model ,Model 3 ,,FALSE
"5563",5563,PORSCHE 911 Carrera 4 GTS Cabrio PDK,135000,08.2017,37'500,450,Automatikgetriebe,Benzin,5610 Wohlen,2023-11-22,PORSCHE ,911 ,911 Carrera ,,FALSE
"5564",5564,PORSCHE 911 Carrera GTS PDK,99911,10.2015,74'000,430,Automatikgetriebe,Benzin,1468 Cheyres ,2023-11-22,PORSCHE ,911 ,911 Carrera ,,FALSE
"5565",5565,MERCEDES-BENZ GLC 250 d Exclusive 4Matic 9G-Tronic,32900,10.2017,65'000,204,Automatikgetriebe,Diesel,1295 Tannay,2023-11-22,MERCEDES-BENZ ,GLC ,GLC 250 ,,FALSE
"5566",5566,FERRARI 488 Pista 3.9 V8,488000,04.2021,3'085,720,Automatikgetriebe,Benzin,8000 Zürich,2023-11-22,FERRARI ,488 ,488 Pista ,,FALSE
"5567",5567,SKODA KAROQ 1.5 TSI Ambition DSG,20850,02.2019,133'000,150,Automatikgetriebe,Benzin,9500 Wil,2023-11-22,SKODA ,KAROQ ,KAROQ 1.5 ,,FALSE
"5568",5568,AUDI RS6 Avant 4.0 TFSI V8 quattro *KERAMIK BREMSEN*,99980,05.2020,89'900,600,Automatikgetriebe,Benzin,8309 Nürensdorf,2023-11-22,AUDI ,RS6 ,RS6 Avant ,,FALSE
"5569",5569,LAND ROVER Range Rover Evoque R-Dynamic D 240 AT9 *240PS*,43890,04.2020,56'000,240,Automatikgetriebe,Diesel,8309 Nürensdorf,2023-11-22,LAND ,ROVER ,ROVER Range ,,FALSE
"5570",5570,LAND ROVER Range Rover Velar P 300 R-Dynamic SE,41880,01.2019,99'900,300,Automatikgetriebe,Benzin,8309 Nürensdorf,2023-11-22,LAND ,ROVER ,ROVER Range ,,FALSE
"5571",5571,VOLVO XC60 B5 D AWD Inscription,47900,09.2020,41'000,235,Automatikgetriebe,Diesel,8800 Thalwil,2023-11-22,VOLVO ,XC60 ,XC60 B5 ,,FALSE
"5572",5572,BMW 520d xDrive M-SPORT  *CH-FAHRZEUG,29900,08.2019,123'000,190,Automatikgetriebe,Diesel,8400 Winterthur,2023-11-22,BMW ,520d ,520d xDrive ,,FALSE
"5573",5573,JEEP Grand Cherokee 6.4 V8 HEMI SRT8 Automatic,85000,12.2020,19'000,468,Automatikgetriebe,Benzin,6984 pura,2023-11-22,JEEP ,Grand ,Grand Cherokee ,,FALSE
"5574",5574,CUPRA Born 77 kWh e-Boost,41900,05.2023,8'900,232,Automatikgetriebe,Elektro,5242 Lupfig,2023-11-22,CUPRA ,Born ,Born 77 ,,FALSE
"5575",5575,LAND ROVER Defender 110 2.2 TD4 Station Wagon,70000,10.2015,65'000,122,Handschaltung,Diesel,3778 Schönried,2023-11-22,LAND ,ROVER ,ROVER Defender ,,FALSE
"5576",5576,FORD Kuga 2.0 EcoBlue Hybrid Cool&Connect 2WD,27000,07.2020,38'000,150,Handschaltung,Diesel,8041 Zürich,2023-11-22,FORD ,Kuga ,Kuga 2.0 ,,FALSE
"5577",5577,AUDI A3 Cabriolet 40 TFSI Sport quattro,35900,06.2019,39'600,228,Automatikgetriebe,Benzin,6330 Cham,2023-11-22,AUDI ,A3 ,A3 Cabriolet ,,FALSE
"5578",5578,BMW X5 xDrive 30d Steptronic,37999,07.2016,71'000,258,Automatikgetriebe,Diesel,1201 Geneva,2023-11-22,BMW ,X5 ,X5 xDrive ,,FALSE
"5579",5579,MERCEDES-BENZ A 250 AMG Line 7G-DCT,26900,11.2018,77'000,224,Automatikgetriebe,Benzin,2502 Bienne,2023-11-22,MERCEDES-BENZ ,A ,A 250 ,,FALSE
"5580",5580,TOYOTA Verso 1.8 Trend,12100,09.2014,96'000,147,Handschaltung,Benzin,4127 Birsfelden,2023-11-22,TOYOTA ,Verso ,Verso 1.8 ,,FALSE
"5581",5581,BMW 750i xDrive Steptronic,44500,06.2017,163'000,450,Automatikgetriebe,Benzin,8180 Bülach,2023-11-22,BMW ,750i ,750i xDrive ,,FALSE
"5582",5582,VW GOLF 2.0 TDI Highline,16300,06.2017,159'000,150,Handschaltung,Diesel,8302 Kloten,2023-11-22,VW ,GOLF ,GOLF 2.0 ,,FALSE
"5583",5583,SEAT LEON ST 1.4 eHybrid Move FR DSG,48700,Neues Fahrzeug,3,150,Automatikgetriebe,Hybrid,8500 Frauenfeld,2023-11-22,SEAT ,LEON ,LEON ST ,,FALSE
"5584",5584,CUPRA Ateca 2.0TSI Inicio 4Drive DSG,49400,Neues Fahrzeug,30,190,Automatikgetriebe,Benzin,8370 Sirnach,2023-11-22,CUPRA ,Ateca ,Ateca 2.0TSI ,,FALSE
"5585",5585,BMW X3 xDrive 20i,46999,10.2022,9'300,184,Automatikgetriebe,Benzin,4147 Aesch BL,2023-11-22,BMW ,X3 ,X3 xDrive ,,FALSE
"5586",5586,HYUNDAI i30 N 2.0 T-GDi Lux Pack,48970,Neues Fahrzeug,20,280,Automatikgetriebe,Benzin,6064 Kerns,2023-11-22,HYUNDAI ,i30 ,i30 N ,,FALSE
"5587",5587,MERCEDES-BENZ GLE Coupé 450 AMG 4Matic 9G-Tronic,38980,07.2015,149'900,367,Automatikgetriebe,Benzin,8309 Nürensdorf,2023-11-22,MERCEDES-BENZ ,GLE ,GLE Coupé ,,FALSE
"5588",5588,MAZDA 6 Sport Wagon 2.0 Ambition,22900,10.2019,59'593,165,Automatikgetriebe,Benzin,9630 Wattwil,2023-11-22,MAZDA ,6 ,6 Sport ,,FALSE
"5589",5589,BMW X3 xDrive 20d Individual Luxury Line Steptronic,29890,08.2019,124'000,190,Automatikgetriebe,Diesel,8262 Ramsen,2023-11-22,BMW ,X3 ,X3 xDrive ,,FALSE
"5590",5590,HYUNDAI Kona 1.6 T-GDi N-Line 4WD,40850,Vorführmodell,20,198,Automatikgetriebe,Benzin,6010 Kriens,2023-11-22,HYUNDAI ,Kona ,Kona 1.6 ,,FALSE
"5591",5591,BMW M135i xDrive Steptronic,25999,01.2015,75'300,320,Automatikgetriebe,Benzin,4528 Zuchwil,2023-11-22,BMW ,M135i ,M135i xDrive ,,FALSE
"5592",5592,MAZDA 2 1.5i 16V Skyactiv-G Revolution,13250,12.2016,59'000,115,Handschaltung,Benzin,6024 Hildisrieden,2023-11-22,MAZDA ,2 ,2 1.5i ,,FALSE
"5593",5593,JAGUAR XK120 OTS,60000,02.1951,1,0,Handschaltung,Benzin,5200 Brugg,2023-11-22,JAGUAR ,XK120 ,XK120 ,,FALSE
"5594",5594,FORD Fiesta 1.6 TDCi Eco Trend,8500,12.2013,104'000,95,Handschaltung,Diesel,4310 Rheinfelden,2023-11-22,FORD ,Fiesta ,Fiesta 1.6 ,,FALSE
"5595",5595,VOLVO XC90 T6 AWD Momentum Geartronic,37500,09.2017,75'000,320,Automatikgetriebe,Benzin,8001 Zürich,2023-11-22,VOLVO ,XC90 ,XC90 T6 ,,FALSE
"5596",5596,AUDI RS6 Avant 4.0 TFSI V8 quattro Tiptronic,38500,08.2013,174'900,560,Automatikgetriebe,Benzin,7526 Chapella,2023-11-22,AUDI ,RS6 ,RS6 Avant ,,FALSE
"5597",5597,VW T5 2.0,14990,08.2011,171'409,116,Handschaltung,Benzin,8505 Pfyn,2023-11-22,VW ,T5 ,T5 ,,FALSE
"5598",5598,BMW X4 xDrive 48V 20d M Sport Steptronic,35500,02.2020,112'000,190,Automatikgetriebe,Diesel,1032 Romanel-sur-Lausanne,2023-11-22,BMW ,X4 ,X4 xDrive ,,FALSE
"5599",5599,MERCEDES-BENZ A 250e AMG Line 8G-DCT,29990,07.2020,51'264,217,Automatikgetriebe,Hybrid,1206 Geneve,2023-11-22,MERCEDES-BENZ ,A ,A 250e ,,FALSE
"5600",5600,MERCEDES-BENZ C 43 Cabriolet AMG 4Matic 9G-Tronic,57500,12.2018,52'000,390,Automatikgetriebe,Benzin,1030 Bussigny,2023-11-22,MERCEDES-BENZ ,C ,C 43 ,,FALSE
"5601",5601,HYUNDAI i30 1.5 T-GDi Vertex,38550,Vorführmodell,1'000,159,Automatikgetriebe,Benzin,6010 Kriens,2023-11-22,HYUNDAI ,i30 ,i30 1.5 ,,FALSE
