"",V1,car_names,car_prices,car_registered_date,car_km,car_PS,car_configuration,car_fuelType,car_adresse,Datum,Marke,Typ_grob,Typ,Status,VerkauftIn
"130",130,VOLVO XC60 D4 AWD Husky Edition Geartronic,25900,01.2015,81'000,230,Automatikgetriebe,Diesel,4653 Obergösgen,2023-11-18,VOLVO ,XC60 ,XC60 D4 ,,FALSE
"131",131,HYUNDAI Tucson 1.6 T-GDi HEV Vertex 4WD,49900,10.2023,5'000,180,Automatikgetriebe,Hybrid,6020 Emmenbrücke,2023-11-18,HYUNDAI ,Tucson ,Tucson 1.6 ,,FALSE
"132",132,HYUNDAI Tucson 1.6 T-GDi HEV Amplia 4WD,43500,Vorführmodell,50,180,Automatikgetriebe,Hybrid,6020 Emmenbrücke,2023-11-18,HYUNDAI ,Tucson ,Tucson 1.6 ,,FALSE
"133",133,MINI Countryman Cooper S ALL4 Steptronic,53900,Neues Fahrzeug,10,178,Automatikgetriebe,Benzin,1806 St-Légier-Chiésaz,2023-11-18,MINI ,Countryman ,Countryman Cooper ,,FALSE
"134",134,MINI Countryman Cooper S ALL4 Steptronic,52900,Neues Fahrzeug,10,178,Automatikgetriebe,Benzin,1806 St-Légier-Chiésaz,2023-11-18,MINI ,Countryman ,Countryman Cooper ,,FALSE
"135",135,MINI Countryman John Cooper Works ALL4 Steptronic,64500,Neues Fahrzeug,10,306,Automatikgetriebe,Benzin,1806 St-Légier-Chiésaz,2023-11-18,MINI ,Countryman ,Countryman John ,,FALSE
"136",136,MERCEDES-BENZ T-Klasse 180 Style Automat - ESSENCE,40300,Neues Fahrzeug,50,116,Automatikgetriebe,Benzin,1227 Carouge,2023-11-18,MERCEDES-BENZ ,T-Klasse ,T-Klasse 180 ,,FALSE
"137",137,MERCEDES-BENZ T-Klasse 180D Style Automat,38900,Neues Fahrzeug,50,116,Automatikgetriebe,Diesel,1227 Carouge,2023-11-18,MERCEDES-BENZ ,T-Klasse ,T-Klasse 180D ,,FALSE
"138",138,"HYUNDAI Ioniq 5 MJ23 77,4kWh 4WD UNIQ *Panoramadach*",58100,Neues Fahrzeug,20,325,Automatikgetriebe,Elektro,9642 Ebnat-Kappel SG,2023-11-18,HYUNDAI ,Ioniq ,Ioniq 5 ,,FALSE
"139",139,AUDI SQ5 3.0 TDI quattro tiptronic,25980,02.2014,144'980,313,Automatikgetriebe,Diesel,8494 Bauma,2023-11-18,AUDI ,SQ5 ,SQ5 3.0 ,,FALSE
"140",140,MAZDA CX-30 2.0 186 Ambition Plus AWD,36116,02.2022,9'800,186,Automatikgetriebe,Benzin,4460 Gelterkinden,2023-11-18,MAZDA ,CX-30 ,CX-30 2.0 ,,FALSE
"141",141,"TOYOTA HI-LUX 2,4 DC 4x4, comfort, AHK 3,5 Tonnen inklusive !!!",40990,Vorführmodell,3'000,150,Handschaltung,Diesel,9114 Hoffeld,2023-11-18,TOYOTA ,HI-LUX ,"HI-LUX 2,4 ",,FALSE
"142",142,MERCEDES-BENZ V 170 Limousine,36000,07.1952,48'253,52,Handschaltung,Benzin,6014 Luzern,2023-11-18,MERCEDES-BENZ ,V ,V 170 ,,FALSE
"143",143,BMW X3 xDrive 20d Individual M Sport Steptronic,48000,12.2019,30'000,190,Automatikgetriebe,Diesel,6403 Küssnacht,2023-11-18,BMW ,X3 ,X3 xDrive ,,FALSE
"144",144,LAND ROVER Range Rover 3.0 SDV6 HSE Automatic,115850,02.2021,23'500,275,Automatikgetriebe,Diesel,6340 Baar,2023-11-18,LAND ,ROVER ,ROVER Range ,,FALSE
"145",145,BMW M3 Coupé,39946,10.2003,10'000,343,Automatikgetriebe,Benzin,5512 Wohlenschwil,2023-11-18,BMW ,M3 ,M3 ,,FALSE
"146",146,CHEVROLET Corvette Coupé Z06 3LZ Automatic,149999,01.2018,8'500,660,Automatikgetriebe,Benzin,3855 Schwanden,2023-11-18,CHEVROLET ,Corvette ,Corvette Coupé ,,FALSE
"147",147,BMW 530d Touring xDrive Steptronic,25400,03.2016,108'000,258,Automatikgetriebe,Diesel,8580 Hefenhofen-Amriswil,2023-11-18,BMW ,530d ,530d Touring ,,FALSE
"148",148,BMW X3 xDrive 30d Steptronic,13900,08.2013,235'440,258,Automatikgetriebe,Diesel,8408 Winterthur,2023-11-18,BMW ,X3 ,X3 xDrive ,,FALSE
"149",149,VW Käfer Convertible,41000,08.1971,15'000,101,Handschaltung,Benzin,9016 St. Gallen,2023-11-18,VW ,Käfer ,Käfer ,,FALSE
"150",150,AUDI SQ5 3.0 TDI quattro tiptronic,28500,02.2016,110'900,313,Automatikgetriebe,Diesel,1260 nyon,2023-11-18,AUDI ,SQ5 ,SQ5 3.0 ,,FALSE
"151",151,FORD S-MAX 2.5 Hybrid ST-Line 7P,54789,Vorführmodell,3'000,190,Automatikgetriebe,Hybrid,8952 Schlieren,2023-11-18,FORD ,S-MAX ,S-MAX 2.5 ,,FALSE
"152",152,OPEL Antara Benzin 2.4 Enjoy 4WD,10500,12.2006,72'100,141,Handschaltung,Benzin,5317 Hettenschwil,2023-11-18,OPEL ,Antara ,Antara Benzin ,,FALSE
"153",153,BMW M8 xDrive M Competition Steptronic,104900,04.2020,65'900,626,Automatikgetriebe,Benzin,8750 Glarus,2023-11-18,BMW ,M8 ,M8 xDrive ,,FALSE
"154",154,VW POLO 1.0 TSI Style DSG,26790,Neues Fahrzeug,5,95,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-18,VW ,POLO ,POLO 1.0 ,,FALSE
"155",155,ALFA ROMEO Giulietta 1.4 T MultiAir Super,15900,09.2017,45'000,150,Handschaltung,Benzin,1213 Petit-Lancy (GE),2023-11-18,ALFA ,ROMEO ,ROMEO Giulietta ,,FALSE
"156",156,SUBARU 2.5 Turbo 4WD WRX STI Sport,21999,11.2011,111'000,301,Handschaltung,Benzin,8494 Bauma,2023-11-18,SUBARU ,2.5 ,2.5 Turbo ,,FALSE
"157",157,FORD TOURNEO C Bus 310 L1 2.0 TDCi 170 Titani,31900,01.2017,99'000,170,Handschaltung,Diesel,8954 Geroldswil,2023-11-18,FORD ,TOURNEO ,TOURNEO C ,,FALSE
"158",158,FIAT 500 La Prima by Bocelli,29900,Neues Fahrzeug,5,119,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-18,FIAT ,500 ,500 La ,,FALSE
"159",159,VW ID.5 Pro Performance,48600,Neues Fahrzeug,5,204,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-18,VW ,ID.5 ,ID.5 Pro ,,FALSE
"160",160,MERCEDES-BENZ G 350,84890,04.2018,91'600,245,Automatikgetriebe,Diesel,9542 Münchwilen,2023-11-18,MERCEDES-BENZ ,G ,G ,,FALSE
"161",161,BMW 335i Cabriolet DSG,18900,10.2011,152'000,306,Automatikgetriebe,Benzin,1350 Orbe,2023-11-18,BMW ,335i ,335i Cabriolet ,,FALSE
"162",162,MERCEDES-BENZ AMG GT Speedshift DCT,113900,07.2015,24'900,510,Automatikgetriebe,Benzin,8162 Steinmaur,2023-11-18,MERCEDES-BENZ ,AMG ,AMG GT ,,FALSE
"163",163,TESLA Model 3,48900,06.2021,33'000,325,"",Elektro,4133 Pratteln,2023-11-18,TESLA ,Model ,Model ,,FALSE
"164",164,ROLLS-ROYCE Silver Dawn,94600,01.1954,35'000,0,Automatikgetriebe,Benzin,3777 Saanenmöser,2023-11-18,ROLLS-ROYCE ,Silver ,Silver ,,FALSE
"165",165,MERCEDES-BENZ V 250 d extralang Avantgarde 4Matic 9G-Tronic,98000,07.2020,67'000,190,Automatikgetriebe,Diesel,8400 Wintherthur,2023-11-18,MERCEDES-BENZ ,V ,V 250 ,,FALSE
"166",166,MERCEDES-BENZ SLK 200 Kompressor,18900,05.2001,35'400,163,Automatikgetriebe,Benzin,6234 Triengen,2023-11-18,MERCEDES-BENZ ,SLK ,SLK 200 ,,FALSE
"167",167,"ROLLS-ROYCE CORNICHE DHC, Eintausch möglich",91800,01.1970,99'999,190,Automatikgetriebe,Benzin,8405 Winterthur,2023-11-18,ROLLS-ROYCE ,CORNICHE ,"CORNICHE DHC, ",,FALSE
"168",168,AUDI A1 1.6 TDI Ambition,7500,10.2010,92'500,105,Handschaltung,Diesel,8280 Kreuzlingen,2023-11-18,AUDI ,A1 ,A1 1.6 ,,FALSE
"169",169,CHEVROLET Corvette Convertible Z06 3LZ,89500,03.2016,61'400,660,Handschaltung,Benzin,8113 Boppelsen,2023-11-18,CHEVROLET ,Corvette ,Corvette Convertible ,,FALSE
"170",170,OPEL KADETT C 1.2 S,12800,04.1978,38'105,0,"",Benzin,8200 Schaffhausen,2023-11-18,OPEL ,KADETT ,KADETT C ,,FALSE
"171",171,AUDI Q5 Sportback 50 TFSI e PHEV S line quattro S-tronic,89990,Neues Fahrzeug,25,299,Automatikgetriebe,Hybrid,1122 Romanel-sur-Morges,2023-11-18,AUDI ,Q5 ,Q5 Sportback ,,FALSE
"172",172,VOLVO V90 2.0 T6 TE Plus Dark eAWD,64900,01.2023,10'500,398,Automatikgetriebe,Hybrid,1920 Martigny,2023-11-18,VOLVO ,V90 ,V90 2.0 ,,FALSE
"173",173,MERCEDES-BENZ C 43 Cabriolet AMG 4Matic 9G-Tronic,49990,10.2017,77'456,367,Automatikgetriebe,Benzin,8852 Altendorf,2023-11-18,MERCEDES-BENZ ,C ,C 43 ,,FALSE
"174",174,CUPRA Formentor 1.4 eHybrid VZ DSG,49990,Neues Fahrzeug,5,245,Automatikgetriebe,Hybrid,8413 Neftenbach,2023-11-18,CUPRA ,Formentor ,Formentor 1.4 ,,FALSE
"175",175,VW Tiguan 2.0TSI HighLine 4Motion,34900,06.2019,89'400,230,Automatikgetriebe,Benzin,1726 Farvagny-le-Grand,2023-11-18,VW ,Tiguan ,Tiguan 2.0TSI ,,FALSE
"176",176,MINI Clubman Cooper S ALL4 Steptronic Last Edition,51999,Neues Fahrzeug,21,178,Automatikgetriebe,Benzin,9495 Triesen,2023-11-18,MINI ,Clubman ,Clubman Cooper ,,FALSE
"177",177,SKODA Kodiaq 2.0 TSI Ambition 4x4,31900,09.2019,69'000,190,Automatikgetriebe,Benzin,1032 Romanel sur Lausanne,2023-11-18,SKODA ,Kodiaq ,Kodiaq 2.0 ,,FALSE
"178",178,VOLVO C40 E80 Ultimate AWD,67570,Neues Fahrzeug,50,408,Automatikgetriebe,Elektro,8913 Ottenbach,2023-11-18,VOLVO ,C40 ,C40 E80 ,,FALSE
"179",179,CITROEN C3 1.2 PureTech Swiss Edition+,22140,Neues Fahrzeug,20,110,Automatikgetriebe,Benzin,9015 St. Gallen,2023-11-18,CITROEN ,C3 ,C3 1.2 ,,FALSE
"180",180,AUDI SQ5 3.0 TFSI quattro S-tronic,39790,04.2018,114'800,354,Automatikgetriebe,Benzin,1245 Collonge-Bellerive / Genève,2023-11-18,AUDI ,SQ5 ,SQ5 3.0 ,,FALSE
"181",181,FIAT FIAT 1500 TS OD 1500,13890,05.1965,14'414,0,Handschaltung,Benzin,2350 Saignelégier,2023-11-18,FIAT ,FIAT ,FIAT 1500 ,,FALSE
"182",182,PORSCHE 944 Turbo Cup,125000,04.1987,165'756,290,Handschaltung,Benzin,8252 Schlatt,2023-11-18,PORSCHE ,944 ,944 Turbo ,,FALSE
"183",183,BMW 328Ci Coupé,14000,03.2000,110'000,193,Automatikgetriebe,Benzin,4563 Gerlafingen,2023-11-18,BMW ,328Ci ,328Ci ,,FALSE
"184",184,DODGE Charger,179000,07.1970,42'893,375,Handschaltung,Benzin,8704 Herrliberg,2023-11-18,DODGE ,"","",,FALSE
"185",185,PORSCHE 911 GT2,220000,11.2008,44'554,530,Handschaltung,Benzin,6900 Lugano,2023-11-18,PORSCHE ,911 ,911 ,,FALSE
"186",186,FORD Model A,29900,01.1929,42'500,40,Handschaltung,Benzin,5074 Eiken,2023-11-18,FORD ,Model ,Model ,,FALSE
"187",187,OPEL Astra Caravan 1.6i 16V TP Elegance,3500,01.2005,140'000,105,Handschaltung,Benzin,6232 Geuensee,2023-11-18,OPEL ,Astra ,Astra Caravan ,,FALSE
"188",188,MERCEDES-BENZ AMG GT S Speedshift DCT,112500,04.2018,39'999,522,Automatikgetriebe,Benzin,5610 WOHLEN,2023-11-18,MERCEDES-BENZ ,AMG ,AMG GT ,,FALSE
"189",189,"FORD FAIRLANE 500 Skyliner, Eintausch möglich",135000,01.1957,99'999,245,Automatikgetriebe,Benzin,8405 Winterthur,2023-11-18,FORD ,FAIRLANE ,FAIRLANE 500 ,,FALSE
"190",190,BMW X1 xDrive 18d Swiss Advantage Sport Steptronic,27953,03.2019,44'000,150,Automatikgetriebe,Diesel,8057 Zürich,2023-11-18,BMW ,X1 ,X1 xDrive ,,FALSE
"191",191,AUDI Q3 35 TFSI S-tronic,37900,05.2021,29'400,150,Automatikgetriebe,Benzin,1726 Farvagny-le-Grand,2023-11-18,AUDI ,Q3 ,Q3 35 ,,FALSE
"192",192,AUDI Q3 35 TFSI advanced S-tronic,34900,09.2022,27'705,150,Automatikgetriebe,Benzin,6012 Kriens-Obernau,2023-11-18,AUDI ,Q3 ,Q3 35 ,,FALSE
"193",193,BMW 330d xDr 48V T M Sport,59999,12.2022,19'100,285,Automatikgetriebe,Diesel,4147 Aesch BL,2023-11-18,BMW ,330d ,330d xDr ,,FALSE
"194",194,BMW 218i Act. Tour. M Sport,41999,10.2022,7'000,136,Automatikgetriebe,Benzin,4147 Aesch BL,2023-11-18,BMW ,218i ,218i Act. ,,FALSE
"195",195,CUPRA Ateca 2.0TSI Inicio 4Drive DSG,43900,Vorführmodell,4'000,190,Automatikgetriebe,Benzin,6010 Kriens LU,2023-11-18,CUPRA ,Ateca ,Ateca 2.0TSI ,,FALSE
"196",196,AUDI SQ7 4.0 TDI quattro tiptronic,67900,12.2016,86'000,435,Automatikgetriebe,Diesel,1032 Romanel sur Lausanne,2023-11-18,AUDI ,SQ7 ,SQ7 4.0 ,,FALSE
"197",197,FORD Fiesta 1.0 EcoB Hybrid Titanium X,26360,Neues Fahrzeug,10,125,Automatikgetriebe,Benzin,6010 Kriens-Luzern,2023-11-18,FORD ,Fiesta ,Fiesta 1.0 ,,FALSE
"198",198,FORD Fiesta 1.0 EcoB Hybrid Active,24120,Neues Fahrzeug,10,125,Handschaltung,Benzin,6010 Kriens-Luzern,2023-11-18,FORD ,Fiesta ,Fiesta 1.0 ,,FALSE
"199",199,FORD Puma 1.0 EcoB Hybrid 155 ST-Line X,35789,Neues Fahrzeug,10,155,Automatikgetriebe,Benzin,6010 Kriens-Luzern,2023-11-18,FORD ,Puma ,Puma 1.0 ,,FALSE
"200",200,FORD Puma 1.0 EcoB Hybrid 125 ST-Line X,33789,Neues Fahrzeug,5,125,Automatikgetriebe,Benzin,6010 Kriens-Luzern,2023-11-18,FORD ,Puma ,Puma 1.0 ,,FALSE
"201",201,"VW CC 2.0 TDI 16V/BLUE MOTION, DSG, Erstbesitz",11450,01.2010,169'000,140,Automatikgetriebe,Diesel,8052 Zürich,2023-11-18,VW ,CC ,CC 2.0 ,,FALSE
"202",202,AUDI RS5 Coupé 4.2 FSI quattro S-tronic,31000,04.2011,96'000,450,Automatikgetriebe,Benzin,1094 Paudex,2023-11-18,AUDI ,RS5 ,RS5 Coupé ,,FALSE
"203",203,BMW M Coupé,46000,01.1999,129'800,321,Handschaltung,Benzin,1991 Salins,2023-11-18,BMW ,M ,M ,,FALSE
"204",204,MERCEDES-BENZ CLA 220 Coupé,28000,10.2018,62'000,184,Automatikgetriebe,Benzin,8832 Wollerau,2023-11-18,MERCEDES-BENZ ,CLA ,CLA 220 ,,FALSE
"205",205,BMW Z3 1.8i Roadster,6900,03.1997,130'000,118,Handschaltung,Benzin,1206 Genève,2023-11-18,BMW ,Z3 ,Z3 1.8i ,,FALSE
"206",206,MERCEDES-BENZ GLS 350 d 4Matic 9G-TRONIC,41900,06.2017,190'000,258,Automatikgetriebe,Diesel,8002 Zürich,2023-11-18,MERCEDES-BENZ ,GLS ,GLS 350 ,,FALSE
"207",207,MINI Cooper S Steptronic,14500,07.2014,94'000,192,Automatikgetriebe,Benzin,1205 Geneve,2023-11-18,MINI ,Cooper ,Cooper S ,,FALSE
"208",208,BMW X1 xDrive 18d M Sport Steptronic,18500,06.2016,142'300,234,Automatikgetriebe,Diesel,1964 Conthey,2023-11-18,BMW ,X1 ,X1 xDrive ,,FALSE
"209",209,BMW Z3 Coupé 3.0i,34999,03.2001,33'000,231,Automatikgetriebe,Benzin,8057 Zurich,2023-11-18,BMW ,Z3 ,Z3 Coupé ,,FALSE
"210",210,VW CC Albar,13900,04.1969,60'000,0,Handschaltung,Benzin,1242 satigny,2023-11-18,VW ,CC ,CC ,,FALSE
"211",211,BMW X3 xDrive M Competition,64500,06.2020,67'500,510,Automatikgetriebe,Benzin,9200 Gossau,2023-11-18,BMW ,X3 ,X3 xDrive ,,FALSE
"212",212,VW T-Roc 2.0 TSI R DSG 4Motion,43200,11.2021,15'500,360,Automatikgetriebe,Benzin,8416 Flaach,2023-11-18,VW ,T-Roc ,T-Roc 2.0 ,,FALSE
"213",213,SKODA Karoq 1.5 TSI SportLine DSG,47990,Neues Fahrzeug,11,150,Automatikgetriebe,Benzin,8048 Zürich,2023-11-18,SKODA ,Karoq ,Karoq 1.5 ,,FALSE
"214",214,AUDI Q3 45 TFSI S line quattro S-tronic,38990,09.2019,74'500,230,Automatikgetriebe,Benzin,1245 Collonge-Bellerive / Genève,2023-11-18,AUDI ,Q3 ,Q3 45 ,,FALSE
"215",215,HYUNDAI Tucson 1.6 TGDI Vertex 4WD Automatic,20900,08.2016,86'200,177,Automatikgetriebe,Benzin,6410 Goldau,2023-11-18,HYUNDAI ,Tucson ,Tucson 1.6 ,,FALSE
"216",216,BMW M135i xDrive Steptronic,26600,11.2015,96'600,326,Automatikgetriebe,Benzin,8909 Zwillikon,2023-11-18,BMW ,M135i ,M135i xDrive ,,FALSE
"217",217,TOYOTA BZ4X 6.6 kw OBC Premium AWD,53900,Vorführmodell,5'800,218,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-18,TOYOTA ,BZ4X ,BZ4X 6.6 ,,FALSE
"218",218,MASERATI Ghibli 3.0 V6 S Q4,31800,09.2014,102'800,410,Automatikgetriebe,Benzin,9015 St. Gallen,2023-11-18,MASERATI ,Ghibli ,Ghibli 3.0 ,,FALSE
"219",219,TOYOTA BZ4X Style AWD (6.6 kW OBC),45600,01.2023,11'000,218,Automatikgetriebe,Elektro,6403 Küssnacht am Rigi,2023-11-18,TOYOTA ,BZ4X ,BZ4X Style ,,FALSE
"220",220,SUBARU Impreza 2.0i e-Boxer Swiss Plus 4x4 Hybrid,34800,Vorführmodell,1'500,166,Automatikgetriebe,Hybrid,3930 Visp,2023-11-18,SUBARU ,Impreza ,Impreza 2.0i ,,FALSE
"221",221,AERO t Rex 3s,19999,Neues Fahrzeug,100,0,Handschaltung,Benzin,9000 Sankt Gallen,2023-11-18,AERO ,t ,t Rex ,,FALSE
"222",222,PORSCHE Boxster S 3.2,29500,04.2002,25'000,252,Handschaltung,Benzin,4410 Liestal,2023-11-18,PORSCHE ,Boxster ,Boxster S ,,FALSE
"223",223,BMW M135i xDrive Steptronic,43500,05.2020,54'000,306,Automatikgetriebe,Benzin,4900 Langenthal,2023-11-18,BMW ,M135i ,M135i xDrive ,,FALSE
"224",224,FIAT 500 1.4 16V Turbo Abarth 695 SS,32300,02.2011,23'300,180,Handschaltung,Benzin,6900 Lugano,2023-11-18,FIAT ,500 ,500 1.4 ,,FALSE
"225",225,MASERATI 3200 GT,24900,05.2000,39'500,370,Handschaltung,Benzin,1009 PULLY,2023-11-18,MASERATI ,3200 ,3200 ,,FALSE
"226",226,FIAT Bravo 2.0 20V HGT,2999,07.1996,321'000,147,Handschaltung,Benzin,3422 Rüdtligen,2023-11-18,FIAT ,Bravo ,Bravo 2.0 ,,FALSE
"227",227,PORSCHE Porsche 356 B T5 Super 90,129500,12.1960,115'000,90,Handschaltung,Benzin,8234 Stetten,2023-11-18,PORSCHE ,Porsche ,Porsche 356 ,,FALSE
"228",228,AUDI A1 Sportback 1.6 TDI Ambition S Line,10500,08.2012,224'000,105,Handschaltung,Diesel,1000 Lausanne,2023-11-18,AUDI ,A1 ,A1 Sportback ,,FALSE
"229",229,BMW Z4 sDrive23i Steptronic,22490,02.2012,38'850,204,Automatikgetriebe,Benzin,1206 Genève,2023-11-18,BMW ,Z4 ,Z4 sDrive23i ,,FALSE
"230",230,PORSCHE 911 Targa 2.0 S,139000,06.1969,27'000,170,Handschaltung,Benzin,1950 Sion,2023-11-18,PORSCHE ,911 ,911 Targa ,,FALSE
"231",231,FORD FOCUS Station Wagon 1.5i EcoB SCTi ST-Line X,28890,10.2021,37'500,150,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-18,FORD ,FOCUS ,FOCUS Station ,,FALSE
"232",232,AUDI e-tron GT quattro,94980,02.2022,3'700,530,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-18,AUDI ,e-tron ,e-tron GT ,,FALSE
"233",233,AUDI A3 Sportback 40 TFSI S Line quattro S-Tronic,41780,03.2022,9'900,190,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-18,AUDI ,A3 ,A3 Sportback ,,FALSE
"234",234,TOYOTA COROLLA Touring Sports 2.0 HSD GR-S,39999,Vorführmodell,14'000,184,Automatikgetriebe,Hybrid,9542 Münchwilen,2023-11-18,TOYOTA ,COROLLA ,COROLLA Touring ,,FALSE
"235",235,DACIA Sandero 1.6 Stepway,3900,06.2010,173'000,87,Handschaltung,Benzin,7000 Chur,2023-11-18,DACIA ,Sandero ,Sandero 1.6 ,,FALSE
"236",236,BMW X3 xDrive 20i M Sport,50800,01.2023,18'500,184,Automatikgetriebe,Benzin,8051 Zürich,2023-11-18,BMW ,X3 ,X3 xDrive ,,FALSE
"237",237,VOLVO XC60 B4 D AWD R-Design,43800,05.2022,19'600,197,Automatikgetriebe,Diesel,8051 Zürich,2023-11-18,VOLVO ,XC60 ,XC60 B4 ,,FALSE
"238",238,BMW X4 xDrive 48V M40d,67500,01.2022,13'400,340,Automatikgetriebe,Diesel,8051 Zürich,2023-11-18,BMW ,X4 ,X4 xDrive ,,FALSE
"239",239,MERCEDES-BENZ G 350 Exklusive,144800,10.2022,23'985,286,Automatikgetriebe,Diesel,6012 Kriens-Obernau,2023-11-18,MERCEDES-BENZ ,G ,G 350 ,,FALSE
"240",240,SKODA Karoq 2.0 TSI SportLine 4x4 DSG,42900,Neues Fahrzeug,10,190,Automatikgetriebe,Benzin,1032 Romanel-sur-Lausanne,2023-11-18,SKODA ,Karoq ,Karoq 2.0 ,,FALSE
"241",241,TOYOTA Yaris 1.6 GR Sport,44900,10.2023,10,261,Handschaltung,Benzin,1890 St Maurice,2023-11-18,TOYOTA ,Yaris ,Yaris 1.6 ,,FALSE
"242",242,MERCEDES-BENZ SLK 230 Kompressor,16900,05.2003,48'100,197,Automatikgetriebe,Benzin,6234 Triengen,2023-11-18,MERCEDES-BENZ ,SLK ,SLK 230 ,,FALSE
"243",243,INFINITI FX50 S Vettel Edition AWD Automatic,69000,06.2013,56'000,420,Automatikgetriebe,Benzin,1185 MONT-SUR-ROLLE,2023-11-18,INFINITI ,FX50 ,FX50 S ,,FALSE
"244",244,PORSCHE 911 Carrera Targa,43500,02.2003,132'000,320,Handschaltung,Benzin,1752 Villars-sur-Glâne,2023-11-18,PORSCHE ,911 ,911 Carrera ,,FALSE
"245",245,HUMMER H2 6.0 Luxury,30000,06.2005,175'000,316,Automatikgetriebe,Benzin,8225 Siblingen,2023-11-18,HUMMER ,H2 ,H2 6.0 ,,FALSE
"246",246,AUDI S4 Avant 3.0 TFSI quattro S-tronic,17300,04.2012,232'000,333,Automatikgetriebe,Benzin,3550 Langnau,2023-11-18,AUDI ,S4 ,S4 Avant ,,FALSE
"247",247,MERCEDES-BENZ SLK 32 AMG Automatic,26900,04.2003,137'000,354,Automatikgetriebe,Benzin,6234 Triengen,2023-11-18,MERCEDES-BENZ ,SLK ,SLK 32 ,,FALSE
"248",248,MERCEDES-BENZ CLK 270 CDI Elégance,4800,05.2004,245'200,170,Handschaltung,Diesel,3852 Ringgenberg,2023-11-18,MERCEDES-BENZ ,CLK ,CLK 270 ,,FALSE
"249",249,PORSCHE 911 T Targa,109500,12.1969,4'000,110,Handschaltung,Benzin,1180 Rolle,2023-11-18,PORSCHE ,911 ,911 T ,,FALSE
"250",250,CATERHAM SEVEN 485 S3,67777,11.2019,3'000,240,Handschaltung,Benzin,1180 Rolle,2023-11-18,CATERHAM ,SEVEN ,SEVEN 485 ,,FALSE
"251",251,AUDI SQ8 e-tron quattro,121270,Neues Fahrzeug,5,503,Automatikgetriebe,Elektro,1245 Collonge-Bellerive / Genève,2023-11-18,AUDI ,SQ8 ,SQ8 e-tron ,,FALSE
"252",252,TOYOTA Yaris 1.5 VVT-i HSD Trend,28440,Neues Fahrzeug,1,116,Automatikgetriebe,Hybrid,8853 Lachen,2023-11-18,TOYOTA ,Yaris ,Yaris 1.5 ,,FALSE
"253",253,TOYOTA Yaris Cross 1.5 VVT-i HSD Adventure AWD-i,39490,Neues Fahrzeug,20,116,Automatikgetriebe,Hybrid,8853 Lachen,2023-11-18,TOYOTA ,Yaris ,Yaris Cross ,,FALSE
"254",254,BMW i4 M50 M Sport Pro,79999,10.2023,8'900,544,Automatikgetriebe,Elektro,4147 Aesch,2023-11-18,BMW ,i4 ,i4 M50 ,,FALSE
"255",255,BMW iX xDrive40,84999,10.2023,8'900,327,Automatikgetriebe,Elektro,4147 Aesch,2023-11-18,BMW ,iX ,iX ,,FALSE
"256",256,BMW M4 Coupé Competition M xDrive,126750,Neues Fahrzeug,10,510,Automatikgetriebe,Benzin,8157 Dielsdorf,2023-11-18,BMW ,M4 ,M4 Coupé ,,FALSE
"257",257,VW Touareg 3.0 TSI R-Line Tiptronic,55400,11.2019,88'585,340,Automatikgetriebe,Benzin,4143 Dornach,2023-11-18,VW ,Touareg ,Touareg 3.0 ,,FALSE
"258",258,SEAT TARRACO 2.0 TSI FR 4Drive DSG,49920,Neues Fahrzeug,5,245,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-18,SEAT ,TARRACO ,TARRACO 2.0 ,,FALSE
"259",259,SEAT TARRACO 2.0 TSI FR 4Drive DSG,49920,Neues Fahrzeug,5,245,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-18,SEAT ,TARRACO ,TARRACO 2.0 ,,FALSE
"260",260,SKODA FABIA 1.5 TSI Style DSG,28990,Neues Fahrzeug,5,150,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-18,SKODA ,FABIA ,FABIA 1.5 ,,FALSE
"261",261,KIA Ceed 1.6 T-GDi GT,39988,Neues Fahrzeug,20,204,Automatikgetriebe,Benzin,8308 Illnau,2023-11-18,KIA ,Ceed ,Ceed 1.6 ,,FALSE
"262",262,MERCEDES-BENZ GLC 63 S AMG 4Matic 9G-Tronic,118900,10.2022,18'000,510,Automatikgetriebe,Benzin,8800 Thalwil,2023-11-18,MERCEDES-BENZ ,GLC ,GLC 63 ,,FALSE
"263",263,TOYOTA PROACE CITY Van L1 1.5 D Active,28105,Neues Fahrzeug,28,102,Handschaltung,Diesel,6403 Küssnacht am Rigi,2023-11-18,TOYOTA ,PROACE ,PROACE CITY ,,FALSE
"264",264,RENAULT Zoe R135 Intens (Batterie Miete),17800,12.2019,38'000,136,Automatikgetriebe,Elektro,8610 Uster,2023-11-18,RENAULT ,Zoe ,Zoe R135 ,,FALSE
"265",265,NISSAN Leaf Tekna 40 kWh,17800,03.2018,81'245,150,Automatikgetriebe,Elektro,8547 Gachnang,2023-11-18,NISSAN ,Leaf ,Leaf Tekna ,,FALSE
